student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio,next_repeated_violation
S00043,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",5,0,1,0,6,1,0.283,1,48,6.857,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S00044,Providing/financing parties for prohibited drugs,5,1,0,0,6,1,0.317,1,43,6.143,Gaining Unauthorized Access To School Computer Or Network
S00045,Organizing of groups for purpose of destroying school properties,6,1,0,1,8,1,0.433,1,16,1.778,Bullying Faculty Members/personnel
S00046,Colored dyed color/hair/beard,2,0,1,0,3,0,0.133,1,69,17.25,Wearing Of Accessories Not Part Of The Daily Uniform
S00047,Bringing outsiders to school for improper purpose,3,3,1,1,8,1,0.6,0,32,3.556,Leaving The Classroom Without Permission
S00048,Lack of respect to faculty/authority,5,3,0,1,9,1,0.6,1,34,3.4,Bullying Faculty Members/personnel
S00049,Public display of affection in any places inside the campus or in social media,6,0,2,1,9,0,0.417,0,32,3.2,Wearing Of Indecent Attire
S00050,Jumping over the fence,5,0,0,0,5,1,0.217,0,37,6.167,Bullying Students/fellow Students - Verbally/written
S00051,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",4,0,0,0,4,1,0.183,0,67,13.4,Bringing Outsiders To School For Improper Purpose
S00052,Extortion or blackmailing or attempt,5,1,0,1,7,1,0.4,0,36,4.5,Unexcused Tardiness/absence From Class
S00053,Gaining access to the school computer or computer network,5,0,1,1,7,1,0.367,0,36,4.5,Wearing Of Accessories Not Part Of The Daily Uniform
S00054,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,0,1,1,6,1,0.333,1,58,8.286,Wearing Of Accessories Not Part Of The Daily Uniform
S00055,Wilful and malicious damage of the property of any member of school community,1,0,1,0,2,1,0.15,1,96,32.0,Membership In Sororities And Fraternities
S00056,Extortion or blackmailing or attempt,3,1,1,0,5,1,0.317,1,69,11.5,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S00057,"Grave threat on any student, personnel or administrator",3,2,1,0,6,1,0.417,1,43,6.143,Recruitment In Sororities And Fraternities
S00058,"Falsification of official documents, test papers, clearances and confidential",3,1,0,1,5,1,0.333,0,54,9.0,Bringing Dishonor To School
S00059,Extortion or blackmailing or attempt,1,1,1,1,4,1,0.333,0,74,14.8,Littering The Campus
S00060,Shoplifting,3,1,0,1,5,1,0.333,0,67,11.167,"Smoking, Vaping Or Possession Of Cigarettes Or Alcohol"
S00061,Assault fellow students,3,3,1,1,8,1,0.6,1,32,3.556,Lending/borrowing School Id As Pass
S00062,Bullying (Cyber or otherwise) Faculty members/personnel,5,3,1,1,10,1,0.667,1,17,1.545,Unbecoming Attitude In Social Media
S00063,Placing of stickers and other objects on school ID,6,0,2,1,9,0,0.417,0,17,1.7,Bullying Students/fellow Students - Verbally/written
S00064,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),1,1,1,1,4,1,0.333,1,59,11.8,Placing Of Stickers And Other Objects On School Id
S00065,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",2,0,0,1,3,0,0.15,0,83,20.75,Colored Dyed Color/hair/beard
S00066,Lack of respect to faculty/authority,1,0,0,0,1,1,0.083,1,100,50.0,Verbal Or Physical Altercation Between Students Or Group Of Students
S00067,Indecency in media,3,0,0,0,3,0,0.1,0,72,18.0,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises"
S00068,Public display of affection in any places inside the campus or in social media,1,0,1,0,2,0,0.1,1,96,32.0,Wearing Of School Uniform/program Uniform Improperly
S00069,Colored dyed color/hair/beard,3,0,3,0,6,0,0.3,0,61,8.714,Placing Of Stickers And Other Objects On School Id
S00070,Extortion or blackmailing or attempt,4,3,1,0,8,1,0.55,1,28,3.111,Cybersecurity Breach (Plagiarism)
S00071,Use of foul language,6,0,0,1,7,0,0.283,0,42,5.25,Immoral Conduct On Or Off Campus
S00072,"A student caught lending, borrowing, using another person’s ID/SSP",6,0,0,0,6,0,0.2,0,61,8.714,Verbal Or Physical Altercation Between Students Or Group Of Students
S00073,"Introduction of improper, foul or indecent language or gesture",6,0,1,1,8,1,0.4,1,33,3.667,Viewing Pornographic Sites
S00074,"Cheating in examinations, projects, case reports and research papers of others",6,0,1,0,7,1,0.317,1,56,7.0,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S00075,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",5,0,0,0,5,0,0.167,0,28,4.667,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S00076,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,3,1,1,1,6,1,0.4,1,61,8.714,Vandalism
S00077,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",5,0,1,1,7,0,0.317,0,43,5.375,Recruitment In Sororities And Fraternities
S00078,Extortion or blackmailing or attempt,1,2,0,0,3,1,0.283,0,72,18.0,Wearing Inappropriate/incomplete Uniform
S00079,"Forging signatures of school authorities, parents, guardians or students",5,3,0,0,8,1,0.517,1,31,3.444,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S00080,Engaging in premarital sex,1,2,0,0,3,1,0.283,0,55,13.75,Leaving The Classroom Without Permission
S00081,"Grave threat on any student, personnel or administrator",1,1,0,1,3,1,0.267,0,73,18.25,Unauthorized Enrichment Or Attempted Stealing
S00082,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",3,0,1,0,4,0,0.167,0,71,14.2,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S00083,Recruitment and/or membership in sororities and fraternities,2,1,0,1,4,1,0.3,0,81,16.2,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S00084,Bringing dishonor to the name of school,5,0,0,1,6,1,0.3,1,42,6.0,Inciting Others To Violate School Regulations
S00085,Bringing outsiders to school during school function/activity,3,3,0,1,7,1,0.533,0,33,4.125,Cybersecurity Breach (Plagiarism)
S00086,Recruitment and/or membership in sororities and fraternities,4,0,1,0,5,1,0.25,1,53,8.833,Indecency In Media
S00087,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",6,0,0,0,6,1,0.25,0,55,7.857,Wearing Of Indecent Attire
S00088,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",2,0,2,0,4,0,0.2,0,75,15.0,Financing Or Promoting Prohibited Drugs
S00089,Jumping over the fence,1,1,1,0,3,1,0.25,1,72,18.0,Membership In Sororities And Fraternities
S00090,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",6,2,1,1,10,1,0.6,1,23,2.091,Placing Of Stickers And Other Objects On School Id
S00091,Use of foul language,2,0,0,0,2,0,0.067,0,82,27.333,Willful Damage Of Property
S00092,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",2,2,0,1,5,1,0.4,0,68,11.333,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S00093,Using another person's identity,4,0,0,1,5,1,0.267,0,49,8.167,Membership In Sororities And Fraternities
S00094,Use of foul language,5,0,1,1,7,0,0.317,1,39,4.875,Disrespect To Faculty Or Authority
S00095,"Grave threat on any student, personnel or administrator",6,0,0,1,7,1,0.333,0,35,4.375,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S00096,"Possession or use of deadly weapons, explosives, prohibited drugs",1,3,0,0,4,1,0.383,1,52,10.4,Membership In Sororities And Fraternities
S00097,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),2,0,3,0,5,0,0.267,0,69,11.5,Verbal Or Physical Altercation Between Students Or Group Of Students
S00098,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,4,0,0,0,4,0,0.133,0,66,13.2,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
S00099,Gambling/betting in all forms,3,1,0,1,5,1,0.333,0,58,9.667,Willful Damage Of Property
S00100,Using another person's identity,1,3,1,0,5,1,0.45,1,59,9.833,Indecency In Media
S00101,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",3,1,1,1,6,1,0.4,1,38,5.429,Bullying Students/fellow Students - Verbally/written
S00102,Gambling/betting in all forms,4,2,1,1,8,1,0.533,1,31,3.444,Willful Damage Of Property
S00103,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,5,2,1,0,8,1,0.483,0,30,3.333,Lending/borrowing School Id As Pass
S00104,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",5,3,1,1,10,1,0.667,1,10,0.909,Gaining Unauthorized Access To School Computer Or Network
S00105,Leaving the classroom without permission during class hour and school activity,3,0,0,1,4,1,0.233,0,64,12.8,Lack Of Respect To Faculty/authority
S00106,Promoting or participating in immoral/indecent conduct on or off campus,5,2,0,0,7,1,0.417,1,43,5.375,Disrespect To Faculty Or Authority
S00107,Wilful and malicious damage of the property of any member of school community,1,1,0,0,2,1,0.183,0,100,33.333,Using Another Person's Identity
S00108,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",2,3,1,0,6,1,0.483,1,54,7.714,Gaining Unauthorized Access To School Computer Or Network
S00109,Colored nail polish,6,0,1,1,8,0,0.35,1,36,4.0,Unauthorized Use Of Information
S00110,Extortion or blackmailing or attempt,5,3,0,1,9,1,0.6,0,23,2.3,Wearing Inappropriate/incomplete Uniform
S00111,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,1,1,8,0,0.35,0,14,1.556,Drug Pushing
S00112,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,3,0,1,0,4,1,0.217,0,67,13.4,Possession Or Use Of Deadly Weapons Or Drugs
S00113,Extortion or blackmailing or attempt,4,3,0,1,8,1,0.567,0,33,3.667,Insubordination To Authorities Or Faculty
S00114,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,5,1,1,0,7,1,0.383,0,66,8.25,Unexcused Tardiness/absence From Class
S00115,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",5,0,1,1,7,1,0.367,1,41,5.125,Stealing Property Of School Or Students
S00116,Cybersecurity breach (plagiarism),4,0,0,0,4,1,0.183,0,67,13.4,Falsification Of Official Documents
S00117,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",2,3,1,0,6,1,0.483,0,52,7.429,Disrespect To Faculty Or Authority
S00118,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,6,3,0,1,10,1,0.633,1,3,0.273,Stealing Property Of School Or Students
S00119,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,0,1,0,5,0,0.2,0,70,11.667,Possession Or Use Of Deadly Weapons Or Drugs
S00120,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",5,0,1,0,6,1,0.283,1,57,8.143,Lending/borrowing School Id As Pass
S00121,Consistent violation of school rules and regulations,3,3,0,1,7,1,0.533,1,49,6.125,Bullying Students/fellow Students - Physically
S00122,Real acts of threat (major/minor) that constitute incompatibility,2,3,0,0,5,1,0.417,0,48,8.0,Verbal Or Physical Altercation Between Students Or Group Of Students
S00123,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",4,0,1,1,6,1,0.333,1,66,9.429,Extortion Or Blackmail
S00124,Bringing dishonor to the name of school,1,2,1,0,4,1,0.35,1,55,11.0,Assault Fellow Students
S00125,"Forging signatures of school authorities, parents, guardians or students",6,2,1,1,10,1,0.6,0,23,2.091,Wearing Of Indecent Attire
S00126,Membership in sororities and fraternities,5,1,1,1,8,1,0.467,1,56,6.222,Bullying Students/fellow Students - Verbally/written
S00127,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",1,0,0,1,2,1,0.167,0,74,24.667,Conviction For Criminal Offense
S00128,Shoplifting,3,0,0,0,3,1,0.15,0,67,16.75,Improper Or Indecent Language Or Gesture
S00129,Wearing of improper and other colored PE uniforms,3,0,0,0,3,0,0.1,1,73,18.25,Inciting Others To Violate School Regulations
S00130,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,0,0,6,0,0.2,0,40,5.714,Bullying Students/fellow Students - Physically
S00131,"Cheating in examinations, projects, case reports and research papers of others",1,0,0,0,1,1,0.083,1,75,37.5,Forging Signatures
S00132,Gaining access to the school computer or computer network,5,0,0,0,5,1,0.217,1,55,9.167,Extortion Or Blackmail
S00133,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,3,3,0,1,7,1,0.533,0,31,3.875,Disrespect To Faculty Or Authority
S00134,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",3,0,0,0,3,0,0.1,0,77,19.25,Consistent Violation Of School Rules And Regulations
S00135,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",5,0,0,1,6,1,0.3,1,38,5.429,Public Display Of Affection
S00136,"Cheating in examinations, projects, case reports and research papers of others",2,3,0,1,6,1,0.5,1,66,9.429,Lack Of Respect To Faculty/authority
S00137,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,3,0,8,0,0.367,0,32,3.556,Use Of Foul Language
S00138,Engaging in premarital sex,5,0,0,1,6,1,0.3,1,44,6.286,Gambling/betting In All Forms
S00139,Bullying (Cyber or otherwise) Faculty members/personnel,4,2,1,0,7,1,0.45,1,51,6.375,Consistent Violation Of School Rules And Regulations
S00140,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",6,0,0,0,6,1,0.25,1,33,4.714,Not Attending School Function/activities
S00141,Bullying (Cyber or otherwise) Faculty members/personnel,6,3,1,1,11,1,0.7,0,12,1.0,Bringing Outsiders To School For Improper Purpose
S00142,Bringing dishonor to the name of school,6,2,0,1,9,1,0.533,1,36,3.6,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
S00143,Leaving the classroom without permission during class hour and school activity,2,1,1,1,5,1,0.367,1,45,7.5,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S00144,"Grave threat on any student, personnel or administrator",2,0,0,1,3,1,0.2,0,76,19.0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
S00145,"A student caught lending, borrowing, using another person’s ID/SSP",6,0,3,1,10,0,0.483,0,26,2.364,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S00146,Shoplifting,1,0,0,1,2,1,0.167,1,91,30.333,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S00147,Engaging in premarital sex,5,1,1,0,7,1,0.383,1,29,3.625,Wearing Of Improper And Other Colored Pe Uniforms
S00148,Students/fellow students - Verbally/Written,6,1,1,0,8,1,0.417,1,19,2.111,Engaging In Any Form Of Gambling
S00149,Assault fellow students,3,1,1,0,5,1,0.317,0,65,10.833,Direct Assault On Faculty Or Authority
S00150,Use of foul language,4,0,0,1,5,0,0.217,1,59,9.833,Disrespect To Faculty Or Authority
S00151,Wilful and malicious damage of the property of any member of school community,4,2,0,1,7,1,0.467,0,43,5.375,Consistent Violation Of School Rules And Regulations
S00152,Forgery,2,3,1,0,6,1,0.483,1,56,8.0,Bullying Students/fellow Students - Physically
S00153,"Falsification of official documents, test papers, clearances and confidential",1,0,1,1,3,1,0.233,1,72,18.0,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S00154,Bullying (Cyber or otherwise) Faculty members/personnel,2,0,1,1,4,1,0.267,1,72,14.4,Insubordination To Authorities Or Faculty
S00155,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",5,0,0,1,6,0,0.25,0,50,7.143,Circulating Destructive Language Against School
S00156,"Stealing property of the school, students, school personnel, and fellow students",1,0,0,1,2,1,0.167,0,76,25.333,Stealing Property Of School Or Students
S00157,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,2,1,9,0,0.417,1,47,4.7,Extortion Or Blackmail
S00158,Assault fellow students,6,0,0,0,6,1,0.25,1,50,7.143,Using Another Person's Identity
S00159,Real acts of threat (major/minor) that constitute incompatibility,1,1,0,0,2,1,0.183,0,71,23.667,Lending/borrowing School Id As Pass
S00160,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,1,1,6,0,0.283,0,58,8.286,Colored Nail Polish
S00161,Promoting or participating in immoral/indecent conduct on or off campus,1,0,0,1,2,1,0.167,0,74,24.667,Bullying Faculty Members/personnel
S00162,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),5,0,3,0,8,0,0.367,0,47,5.222,Grave Threat On Any Student Or Personnel
S00163,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,2,0,7,0,0.3,0,56,7.0,Cybersecurity Breach (Plagiarism)
S00164,"Cheating in examinations, projects, case reports and research papers of others",2,0,1,0,3,1,0.183,1,68,17.0,Unauthorized Enrichment Or Attempted Stealing
S00165,"Possession or use of deadly weapons, explosives, prohibited drugs",6,1,1,0,8,1,0.417,1,42,4.667,Unbecoming Attitude In Social Media
S00166,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",6,1,1,0,8,1,0.417,1,37,4.111,Bringing Outsiders To School During School Function/activity
S00167,Unauthorized use of information,6,3,0,1,10,1,0.633,1,23,2.091,Wearing Of Accessories Not Part Of The Daily Uniform
S00168,Leaving the classroom without permission during class hour and school activity,4,3,1,0,8,1,0.55,0,53,5.889,Engaging In Any Form Of Gambling
S00169,Bringing outsiders to school for improper purpose,2,1,0,1,4,1,0.3,1,64,12.8,Introducing False Information Or Offensive Messages
S00170,"Vandalism, destruction of school properties",1,3,1,1,6,1,0.533,1,47,6.714,Indecency In Media
S00171,Using another person's identity,6,0,1,1,8,1,0.4,1,25,2.778,Unauthorized Enrichment Or Attempted Stealing
S00172,Leaving the classroom without permission during class hour and school activity,2,1,0,1,4,1,0.3,0,58,11.6,Bullying Students/fellow Students - Verbally/written
S00173,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,1,3,0,1,5,1,0.467,1,59,9.833,Colored Dyed Color/hair/beard
S00174,Promoting or participating in immoral/indecent conduct on or off campus,2,2,0,1,5,1,0.4,0,62,10.333,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S00175,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,3,0,3,0,6,0,0.3,0,60,8.571,Wearing Inappropriate/incomplete Uniform
S00176,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,3,0,3,1,7,0,0.383,0,59,7.375,Bringing Dishonor To School
S00177,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",5,0,0,0,5,0,0.167,1,55,9.167,Assault Fellow Students
S00178,Recruitment and/or membership in sororities and fraternities,3,3,1,1,8,1,0.6,1,51,5.667,Drug Pushing
S00179,Inciting others to violate school regulations or not to attend classes,2,2,1,1,6,1,0.467,0,51,7.286,Public Display Of Affection
S00180,Real acts of threat (major/minor) that constitute incompatibility,6,2,1,0,9,1,0.517,1,52,5.2,Stealing Property Of School Or Students
S00181,Cybersecurity breach (plagiarism),1,3,1,0,5,1,0.45,0,68,11.333,Insubordination To Authorities Or Faculty
S00182,Placing of stickers and other objects on school ID,6,0,3,0,9,0,0.4,0,22,2.2,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S00183,Consistent violation of school rules and regulations,4,2,0,1,7,1,0.467,0,30,3.75,Gambling/betting In All Forms
S00184,"A student caught lending, borrowing, using another person’s ID/SSP",1,0,1,0,2,0,0.1,0,90,30.0,Wearing Inappropriate/incomplete Uniform
S00185,Cybersecurity breach (plagiarism),4,2,0,0,6,1,0.383,0,45,6.429,Circulating Destructive Language Against School
S00186,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,6,2,0,0,8,1,0.45,1,37,4.111,Assault Fellow Students
S00187,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",2,0,2,0,4,0,0.2,0,76,15.2,Wearing Of Accessories Not Part Of The Daily Uniform
S00188,Forgery,2,0,0,0,2,1,0.117,1,81,27.0,Verbal Or Physical Altercation Between Students Or Group Of Students
S00189,"Vandalism, destruction of school properties",6,0,1,0,7,1,0.317,1,32,4.0,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S00190,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,6,0,1,1,8,1,0.4,1,18,2.0,Wearing Of School Uniform/program Uniform Improperly
