student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation
S1023,Wilful and malicious damage of the property of any member of school community,1,0,1,0,2,1,0.15,1
S0605,Extortion or blackmailing or attempt,3,1,1,0,5,1,0.317,1
S1926,"Grave threat on any student, personnel or administrator",3,2,1,0,6,1,0.417,1
S0579,"Falsification of official documents, test papers, clearances and confidential",3,1,0,1,5,1,0.333,0
S1019,Extortion or blackmailing or attempt,1,1,1,1,4,1,0.333,0
S0653,Shoplifting,3,1,0,1,5,1,0.333,0
S1865,Assault fellow students,3,3,1,1,8,1,0.6,1
S0721,Bullying (Cyber or otherwise) Faculty members/personnel,5,3,1,1,10,1,0.667,1
S0757,Placing of stickers and other objects on school ID,6,0,2,1,9,0,0.417,0
S1508,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),1,1,1,1,4,1,0.333,1
S1562,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",2,0,0,1,3,0,0.15,0
S0218,Lack of respect to faculty/authority,1,0,0,0,1,1,0.083,1
S2457,Indecency in media,3,0,0,0,3,0,0.1,0
S1280,Public display of affection in any places inside the campus or in social media,1,0,1,0,2,0,0.1,1
S0826,Colored dyed color/hair/beard,3,0,3,0,6,0,0.3,0
S1884,Extortion or blackmailing or attempt,4,3,1,0,8,1,0.55,1
S0828,Use of foul language,6,0,0,1,7,0,0.283,0
S0761,"A student caught lending, borrowing, using another person’s ID/SSP",6,0,0,0,6,0,0.2,0
S1784,"Introduction of improper, foul or indecent language or gesture",6,0,1,1,8,1,0.4,1
S1939,"Cheating in examinations, projects, case reports and research papers of others",6,0,1,0,7,1,0.317,1
S1381,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",5,0,0,0,5,0,0.167,0
S0931,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,3,1,1,1,6,1,0.4,1
S0187,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",5,0,1,1,7,0,0.317,0
S1233,Extortion or blackmailing or attempt,1,2,0,0,3,1,0.283,0
S1408,"Forging signatures of school authorities, parents, guardians or students",5,3,0,0,8,1,0.517,1
S1662,Engaging in premarital sex,1,2,0,0,3,1,0.283,0
S0069,"Grave threat on any student, personnel or administrator",1,1,0,1,3,1,0.267,0
S0395,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",3,0,1,0,4,0,0.167,0
S1650,Recruitment and/or membership in sororities and fraternities,2,1,0,1,4,1,0.3,0
S2033,Bringing dishonor to the name of school,5,0,0,1,6,1,0.3,1
S0474,Bringing outsiders to school during school function/activity,3,3,0,1,7,1,0.533,0
S0987,Recruitment and/or membership in sororities and fraternities,4,0,1,0,5,1,0.25,1
S0821,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",6,0,0,0,6,1,0.25,0
S2319,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",2,0,2,0,4,0,0.2,0
S1418,Jumping over the fence,1,1,1,0,3,1,0.25,1
S1137,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",6,2,1,1,10,1,0.6,1
S1439,Use of foul language,2,0,0,0,2,0,0.067,0
S0914,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",2,2,0,1,5,1,0.4,0
S0568,Using another person's identity,4,0,0,1,5,1,0.267,0
S2074,Use of foul language,5,0,1,1,7,0,0.317,1
S1766,"Grave threat on any student, personnel or administrator",6,0,0,1,7,1,0.333,0
S0950,"Possession or use of deadly weapons, explosives, prohibited drugs",1,3,0,0,4,1,0.383,1
S0190,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),2,0,3,0,5,0,0.267,0
S2432,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,4,0,0,0,4,0,0.133,0
S2053,Gambling/betting in all forms,3,1,0,1,5,1,0.333,0
S0943,Using another person's identity,1,3,1,0,5,1,0.45,1
S0162,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",3,1,1,1,6,1,0.4,1
S2189,Gambling/betting in all forms,4,2,1,1,8,1,0.533,1
S0170,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,5,2,1,0,8,1,0.483,0
S0925,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",5,3,1,1,10,1,0.667,1
S1360,Leaving the classroom without permission during class hour and school activity,3,0,0,1,4,1,0.233,0
S1756,Promoting or participating in immoral/indecent conduct on or off campus,5,2,0,0,7,1,0.417,1
S2286,Wilful and malicious damage of the property of any member of school community,1,1,0,0,2,1,0.183,0
S0151,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",2,3,1,0,6,1,0.483,1
S0368,Colored nail polish,6,0,1,1,8,0,0.35,1
S0519,Extortion or blackmailing or attempt,5,3,0,1,9,1,0.6,0
S2410,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,1,1,8,0,0.35,0
S0636,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,3,0,1,0,4,1,0.217,0
S1848,Extortion or blackmailing or attempt,4,3,0,1,8,1,0.567,0
S1530,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,5,1,1,0,7,1,0.383,0
S0158,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",5,0,1,1,7,1,0.367,1
S1940,Cybersecurity breach (plagiarism),4,0,0,0,4,1,0.183,0
S0883,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",2,3,1,0,6,1,0.483,0
S1575,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,6,3,0,1,10,1,0.633,1
S0429,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,0,1,0,5,0,0.2,0
S0153,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",5,0,1,0,6,1,0.283,1
S2296,Consistent violation of school rules and regulations,3,3,0,1,7,1,0.533,1
S2010,Real acts of threat (major/minor) that constitute incompatibility,2,3,0,0,5,1,0.417,0
S2270,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",4,0,1,1,6,1,0.333,1
S0985,Bringing dishonor to the name of school,1,2,1,0,4,1,0.35,1
S1196,"Forging signatures of school authorities, parents, guardians or students",6,2,1,1,10,1,0.6,0
S0904,Membership in sororities and fraternities,5,1,1,1,8,1,0.467,1
S0957,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",1,0,0,1,2,1,0.167,0
S2328,Shoplifting,3,0,0,0,3,1,0.15,0
S1730,Wearing of improper and other colored PE uniforms,3,0,0,0,3,0,0.1,1
S0616,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,0,0,6,0,0.2,0
S1897,"Cheating in examinations, projects, case reports and research papers of others",1,0,0,0,1,1,0.083,1
S1715,Gaining access to the school computer or computer network,5,0,0,0,5,1,0.217,1
S1123,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,3,3,0,1,7,1,0.533,0
S0813,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",3,0,0,0,3,0,0.1,0
S1437,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",5,0,0,1,6,1,0.3,1
S2185,"Cheating in examinations, projects, case reports and research papers of others",2,3,0,1,6,1,0.5,1
S2152,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,3,0,8,0,0.367,0
S1375,Engaging in premarital sex,5,0,0,1,6,1,0.3,1
S2028,Bullying (Cyber or otherwise) Faculty members/personnel,4,2,1,0,7,1,0.45,1
S1560,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",6,0,0,0,6,1,0.25,1
S0893,Bullying (Cyber or otherwise) Faculty members/personnel,6,3,1,1,11,1,0.7,0
S1376,Bringing dishonor to the name of school,6,2,0,1,9,1,0.533,1
S1045,Leaving the classroom without permission during class hour and school activity,2,1,1,1,5,1,0.367,1
S0012,"Grave threat on any student, personnel or administrator",2,0,0,1,3,1,0.2,0
S2083,"A student caught lending, borrowing, using another person’s ID/SSP",6,0,3,1,10,0,0.483,0
S0175,Shoplifting,1,0,0,1,2,1,0.167,1
S1311,Engaging in premarital sex,5,1,1,0,7,1,0.383,1
S0535,Students/fellow students - Verbally/Written,6,1,1,0,8,1,0.417,1
S1726,Assault fellow students,3,1,1,0,5,1,0.317,0
S0744,Use of foul language,4,0,0,1,5,0,0.217,1
S1186,Wilful and malicious damage of the property of any member of school community,4,2,0,1,7,1,0.467,0
S2414,Forgery,2,3,1,0,6,1,0.483,1
S0741,"Falsification of official documents, test papers, clearances and confidential",1,0,1,1,3,1,0.233,1
S0157,Bullying (Cyber or otherwise) Faculty members/personnel,2,0,1,1,4,1,0.267,1
S1620,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",5,0,0,1,6,0,0.25,0
S1646,"Stealing property of the school, students, school personnel, and fellow students",1,0,0,1,2,1,0.167,0
S1190,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,2,1,9,0,0.417,1
S0676,Assault fellow students,6,0,0,0,6,1,0.25,1
S0420,Real acts of threat (major/minor) that constitute incompatibility,1,1,0,0,2,1,0.183,0
S0449,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,1,1,6,0,0.283,0
S2278,Promoting or participating in immoral/indecent conduct on or off campus,1,0,0,1,2,1,0.167,0
S0979,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),5,0,3,0,8,0,0.367,0
S0452,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,2,0,7,0,0.3,0
S1684,"Cheating in examinations, projects, case reports and research papers of others",2,0,1,0,3,1,0.183,1
S0679,"Possession or use of deadly weapons, explosives, prohibited drugs",6,1,1,0,8,1,0.417,1
S1142,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",6,1,1,0,8,1,0.417,1
S2364,Unauthorized use of information,6,3,0,1,10,1,0.633,1
S1616,Leaving the classroom without permission during class hour and school activity,4,3,1,0,8,1,0.55,0
S1612,Bringing outsiders to school for improper purpose,2,1,0,1,4,1,0.3,1
S2220,"Vandalism, destruction of school properties",1,3,1,1,6,1,0.533,1
S2352,Using another person's identity,6,0,1,1,8,1,0.4,1
S0488,Leaving the classroom without permission during class hour and school activity,2,1,0,1,4,1,0.3,0
S2075,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,1,3,0,1,5,1,0.467,1
S0704,Promoting or participating in immoral/indecent conduct on or off campus,2,2,0,1,5,1,0.4,0
S0805,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,3,0,3,0,6,0,0.3,0
S1349,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,3,0,3,1,7,0,0.383,0
S1843,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",5,0,0,0,5,0,0.167,1
S1160,Recruitment and/or membership in sororities and fraternities,3,3,1,1,8,1,0.6,1
S1067,Inciting others to violate school regulations or not to attend classes,2,2,1,1,6,1,0.467,0
S0654,Real acts of threat (major/minor) that constitute incompatibility,6,2,1,0,9,1,0.517,1
S2362,Cybersecurity breach (plagiarism),1,3,1,0,5,1,0.45,0
S2009,Placing of stickers and other objects on school ID,6,0,3,0,9,0,0.4,0
S1497,Consistent violation of school rules and regulations,4,2,0,1,7,1,0.467,0
S0978,"A student caught lending, borrowing, using another person’s ID/SSP",1,0,1,0,2,0,0.1,0
S1218,Cybersecurity breach (plagiarism),4,2,0,0,6,1,0.383,0
S1610,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,6,2,0,0,8,1,0.45,1
S1628,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",2,0,2,0,4,0,0.2,0
S0225,Forgery,2,0,0,0,2,1,0.117,1
S1357,"Vandalism, destruction of school properties",6,0,1,0,7,1,0.317,1
S2024,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,6,0,1,1,8,1,0.4,1
S1694,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",6,2,0,0,8,1,0.45,0
S0286,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",5,2,0,0,7,1,0.417,0
S1556,Using another person's identity,4,0,0,0,4,1,0.183,1
S1274,"Cheating in examinations, projects, case reports and research papers of others",5,2,0,0,7,1,0.417,1
S1220,"Cheating in examinations, projects, case reports and research papers of others",2,2,0,0,4,1,0.317,0
S1029,Students/fellow students - Physically,1,2,1,0,4,1,0.35,0
S0129,Public display of affection in any places inside the campus or in social media,2,0,1,1,4,0,0.217,1
S0023,Posting below or circulating destructive language or signs in the internet or through multimedia,2,2,0,1,5,1,0.4,0
S0032,Promoting or participating in immoral/indecent conduct on or off campus,4,1,1,0,6,1,0.35,0
S0722,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,1,0,1,0,2,1,0.15,0
S1711,Engaging in trouble outside the campus endangering the name of school,1,2,0,1,4,1,0.367,0
S1725,"A student caught lending, borrowing, using another person’s ID/SSP",3,0,2,0,5,0,0.233,0
S0789,"Falsification of official documents, test papers, clearances and confidential",6,2,1,1,10,1,0.6,0
S1773,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,0,1,0,7,0,0.267,1
S2444,Cybersecurity breach (plagiarism),1,3,1,1,6,1,0.533,1
S2197,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,5,0,2,1,8,0,0.383,0
S0669,Gambling/betting in all forms,6,2,0,1,9,1,0.533,1
S1592,Use of foul language,3,0,1,0,4,0,0.167,0
S0063,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",6,0,1,0,7,1,0.317,0
S0329,Colored dyed color/hair/beard,5,0,3,0,8,0,0.367,0
S0767,Real acts of threat (major/minor) that constitute incompatibility,3,1,0,0,4,1,0.25,1
S0133,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,1,1,6,0,0.283,1
S0417,Real acts of threat (major/minor) that constitute incompatibility,6,1,1,1,9,1,0.5,1
S1413,Membership in sororities and fraternities,3,0,1,0,4,1,0.217,0
S1553,Using another person's identity,3,0,1,1,5,1,0.3,1
S0578,Gambling/betting in all forms,4,3,0,1,8,1,0.567,0
S2340,Placing of stickers and other objects on school ID,5,0,3,0,8,0,0.367,1
S2235,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",1,0,0,1,2,1,0.167,1
S0451,Using another person's identity,3,1,1,1,6,1,0.4,1
S0255,Forgery,1,2,1,1,5,1,0.433,1
S2275,Circulating destructive language and statement that is against the school through any platform,3,2,1,1,7,1,0.5,0
S1800,Gambling/betting in all forms,3,0,1,1,5,1,0.3,1
S0730,Bullying (Cyber or otherwise) Faculty members/personnel,4,0,0,1,5,1,0.267,0
S0748,Leaving the classroom without permission during class hour and school activity,6,3,0,1,10,1,0.633,1
S2480,"A student caught lending, borrowing, using another person’s ID/SSP",4,0,2,0,6,0,0.267,1
S0229,"Introduction of improper, foul or indecent language or gesture",1,1,0,1,3,1,0.267,1
S0453,Real acts of threat (major/minor) that constitute incompatibility,5,2,1,0,8,1,0.483,0
S0438,Lack of respect to faculty/authority,2,3,1,0,6,1,0.483,0
S1683,Lending/borrowing school ID as pass/for gate access,1,0,1,1,3,1,0.233,0
S2092,Promoting or participating in immoral/indecent conduct on or off campus,3,1,1,1,6,1,0.4,1
S1380,Lack of respect to faculty/authority,3,1,1,0,5,1,0.317,0
S1541,"Wearing of scarves, patches, caps",1,0,1,0,2,0,0.1,0
S0333,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",3,0,2,1,6,0,0.317,1
S0107,"Falsification of official documents, test papers, clearances and confidential",2,1,1,1,5,1,0.367,0
S1010,Shoplifting,3,3,1,1,8,1,0.6,1
S1208,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",5,1,0,1,7,1,0.4,0
S0210,"Vandalism, destruction of school properties",4,1,0,0,5,1,0.283,1
S2338,"Purchase, sale or distribution of alcoholic beverages or cigarettes",6,1,0,1,8,1,0.433,0
S1607,"Stealing property of the school, students, school personnel, and fellow students",3,2,0,0,5,1,0.35,1
S0313,Cybersecurity breach (plagiarism),5,1,0,1,7,1,0.4,1
S0138,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",2,2,1,1,6,1,0.467,1
S2428,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,0,0,1,4,1,0.233,1
S2244,"Vandalism, destruction of school properties",1,3,0,0,4,1,0.383,1
S0207,Placing of stickers and other objects on school ID,6,0,3,1,10,0,0.483,0
S1396,Colored nail polish,3,0,1,0,4,0,0.167,0
S0642,Colored nail polish,2,0,3,0,5,0,0.267,0
S0205,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,6,1,1,1,9,1,0.5,0
S1070,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",4,1,1,1,7,1,0.433,1
S0753,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",4,0,1,1,6,1,0.333,0
S0293,Engaging in trouble outside the campus endangering the name of school,5,2,1,1,9,1,0.567,1
S2258,"Littering the campus (candy wrappers, bottles, plastic materials)",4,0,2,0,6,0,0.267,0
S1925,Leaving the classroom without permission during class hour and school activity,6,1,0,1,8,1,0.433,1
S1165,Organizing of groups for purpose of destroying school properties,4,0,0,0,4,1,0.183,0
S1517,"Cheating in examinations, projects, case reports and research papers of others",6,3,0,0,9,1,0.55,1
S0204,Posting below or circulating destructive language or signs in the internet or through multimedia,1,0,1,1,3,1,0.233,0
S0087,Gaining access to the school computer or computer network,5,2,1,1,9,1,0.567,1
S2355,Jumping over the fence,5,2,1,1,9,1,0.567,1
S0509,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",6,3,0,0,9,1,0.55,1
S1491,"Possession or use of deadly weapons, explosives, prohibited drugs",1,2,1,1,5,1,0.433,0
S2334,Inciting others to violate school regulations or not to attend classes,2,0,0,1,3,1,0.2,0
S0269,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",1,0,2,1,4,0,0.25,0
S0681,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,2,0,0,1,3,0,0.15,1
S2104,"Introduction of improper, foul or indecent language or gesture",3,0,0,0,3,1,0.15,0
S0351,Organizing of groups for purpose of destroying school properties,6,3,1,0,10,1,0.617,1
S0049,Unauthorized use of information,4,2,0,0,6,1,0.383,1
S1077,Shoplifting,3,1,1,0,5,1,0.317,1
S1537,"Stealing property of the school, students, school personnel, and fellow students",6,1,1,1,9,1,0.5,0
S1143,"Stealing property of the school, students, school personnel, and fellow students",3,1,0,1,5,1,0.333,1
S1988,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",2,0,2,1,5,0,0.283,0
S0581,Jumping over the fence,4,0,1,1,6,1,0.333,1
S1492,Engaging in trouble outside the campus endangering the name of school,1,1,0,0,2,1,0.183,1
S0249,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",1,3,1,1,6,1,0.533,1
S2057,"Cheating in examinations, projects, case reports and research papers of others",3,1,1,0,5,1,0.317,1
S1948,Verbal or physical altercation between students or group of students,5,0,1,1,7,1,0.367,1
S1464,Inciting others to violate school regulations or not to attend classes,2,0,0,1,3,1,0.2,0
S1098,Unauthorized use of information,3,0,0,1,4,1,0.233,0
S2137,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,1,0,1,5,1,0.333,0
S1892,Bringing dishonor to the name of school,5,2,1,0,8,1,0.483,0
S1309,Consistent violation of school rules and regulations,6,0,0,0,6,1,0.25,0
S0071,Circulating destructive language and statement that is against the school through any platform,4,0,1,1,6,1,0.333,1
S0265,Students/fellow students - Verbally/Written,6,1,0,0,7,1,0.35,1
S0106,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",3,0,1,1,5,0,0.25,1
S0923,Bullying (Cyber or otherwise) Faculty members/personnel,4,3,1,1,9,1,0.633,1
S1017,Real acts of threat (major/minor) that constitute incompatibility,5,3,1,1,10,1,0.667,1
S0652,Recruitment and/or membership in sororities and fraternities,6,2,1,1,10,1,0.6,1
S1678,Pushing of prohibited drugs,2,3,1,1,7,1,0.567,1
S0390,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,1,1,0,6,1,0.35,1
S2158,Bullying (Cyber or otherwise) Faculty members/personnel,1,0,1,1,3,1,0.233,0
S0444,Unauthorized use of information,5,0,0,0,5,1,0.217,0
S1248,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,1,1,7,0,0.317,0
S0542,Engaging in premarital sex,1,0,0,1,2,1,0.167,0
S2320,"Introduction of improper, foul or indecent language or gesture",4,2,0,1,7,1,0.467,0
S1118,Leaving the classroom without permission during class hour and school activity,3,1,1,0,5,1,0.317,1
S0606,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,5,2,0,0,7,1,0.417,0
S1593,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",5,0,1,0,6,0,0.233,0
S1565,Gaining access to the school computer or computer network,3,1,0,0,4,1,0.25,0
S0732,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,2,0,0,1,3,0,0.15,0
S1372,"A student caught lending, borrowing, using another person’s ID/SSP",1,0,3,1,5,0,0.317,1
S1177,Use of foul language,2,0,2,1,5,0,0.283,1
S1983,Extortion or blackmailing or attempt,2,0,0,1,3,1,0.2,0
S1798,Lack of respect to faculty/authority,1,2,0,1,4,1,0.367,0
S0934,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",5,0,2,1,8,0,0.383,0
S0166,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",2,0,1,1,4,0,0.217,0
S0720,Lack of respect to faculty/authority,6,3,1,1,11,1,0.7,0
S0967,Bullying (Cyber or otherwise) Faculty members/personnel,2,2,0,0,4,1,0.317,1
